Nombre Streamer,Month Year,Total Subs,Subs Type Prime,Subs Type Tier 1($4.99),Subs Type Tier 2($9.99),Subs Type Tier 3($24.99),Subs Type Unlisted
HASANABI,September 2020,18506,0,18331,91,84,0
HASANABI,August 2020,16740,0,16578,99,63,0
HASANABI,July 2020,16894,0,16832,55,7,0
HASANABI,June 2020,14265,0,14214,42,9,0
HASANABI,May 2020,9858,0,9795,48,15,0
HASANABI,April 2020,8115,0,8019,69,27,0
HASANABI,March 2020,8219,0,8171,36,12,0
HASANABI,February 2020,6632,0,6594,24,14,0
HASANABI,January 2020,5979,0,5948,23,8,0
HASANABI,December 2019,4720,0,4684,29,7,0
HASANABI,November 2019,4281,0,4248,27,6,0
HASANABI,October 2019,1882,0,1873,8,1,0
JUANSGUARNIZO,September 2022,9544,3368,4694,5,5,1472
JUANSGUARNIZO,August 2022,18261,6437,8974,24,7,2819
JUANSGUARNIZO,July 2022,9708,3490,4747,14,6,1451
JUANSGUARNIZO,June 2022,13193,4514,6583,24,8,2064
JUANSGUARNIZO,May 2022,14025,4762,6986,17,11,2249
JUANSGUARNIZO,April 2022,19564,6996,9639,19,7,2903
JUANSGUARNIZO,March 2022,18665,7128,8607,25,22,2883
JUANSGUARNIZO,February 2022,18576,6926,8739,31,14,2866
JUANSGUARNIZO,January 2022,26448,9642,12755,40,23,3988
JUANSGUARNIZO,December 2021,13179,4589,6559,26,31,1974
JUANSGUARNIZO,November 2021,17378,6115,8736,43,38,2446
JUANSGUARNIZO,October 2021,15304,6082,7561,32,32,1597
JUANSGUARNIZO,September 2021,20976,7663,11178,46,35,2054
JUANSGUARNIZO,August 2021,21625,8755,10334,29,19,2488
JUANSGUARNIZO,July 2021,13808,5725,6527,29,17,1510
JUANSGUARNIZO,June 2021,18609,6647,9952,36,17,1957
JUANSGUARNIZO,May 2021,18022,7838,8158,33,11,1982
JUANSGUARNIZO,April 2021,15425,9008,4726,21,11,1659
JUANSGUARNIZO,March 2021,10922,6608,3036,16,7,1255
JUANSGUARNIZO,February 2021,9198,6034,2075,15,5,1069
JUANSGUARNIZO,January 2021,12310,7555,3410,16,8,1321
JUANSGUARNIZO,December 2020,10173,5800,3235,9,7,1122
ILLOJUAN,September 2022,19041,13079,2814,6,24,3118
ILLOJUAN,August 2022,31737,19954,3611,8,10,8154
ILLOJUAN,July 2022,36325,25717,4659,6,13,5930
ILLOJUAN,June 2022,25115,15432,3518,8,12,6145
ILLOJUAN,May 2022,24901,17220,2894,8,11,4768
ILLOJUAN,April 2022,20805,13625,2313,10,9,4848
ILLOJUAN,March 2022,22494,15373,2659,13,11,4438
ILLOJUAN,February 2022,21617,14014,2235,13,22,5333
ILLOJUAN,January 2022,29005,20216,4108,21,12,4648
ILLOJUAN,December 2021,15295,10149,2454,8,6,2678
ILLOJUAN,November 2021,13980,8428,1372,13,11,4156
ILLOJUAN,October 2021,13621,5655,3355,6,5,4600
ILLOJUAN,September 2021,14742,0,14067,19,5,651
ILLOJUAN,August 2021,12190,0,10140,10,5,2035
ILLOJUAN,July 2021,10969,0,2195,6,2,8766
ILLOJUAN,May 2021,17553,0,2856,6,0,14691
ILLOJUAN,April 2021,16098,0,16039,20,14,25
ILLOJUAN,March 2021,11194,0,11173,10,11,0
ILLOJUAN,February 2021,10199,0,10056,6,7,130
ILLOJUAN,January 2021,11855,0,11845,4,6,0
ILLOJUAN,December 2020,8114,0,8112,1,1,0
ILLOJUAN,November 2020,8212,0,7874,1,1,336
ILLOJUAN,October 2020,6933,0,6928,4,1,0
ILLOJUAN,September 2020,6489,0,6482,5,2,0
ILLOJUAN,August 2020,4700,0,4695,5,0,0
ILLOJUAN,July 2020,4876,0,4873,3,0,0
ILLOJUAN,June 2020,3129,0,3125,4,0,0
ILLOJUAN,May 2020,3714,0,3712,2,0,0
ILLOJUAN,April 2020,4816,0,4807,4,5,0
ILLOJUAN,March 2020,905,0,902,2,1,0
NIX,September 2022,420,24,348,0,2,46
NIX,August 2022,481,24,415,1,3,38
NIX,July 2022,315,10,298,1,1,5
NIX,June 2022,174,8,160,0,1,5
NIX,May 2022,252,17,222,1,0,12
NIX,April 2022,343,7,330,1,0,5
NIX,March 2022,203,5,198,0,0,0
NIX,February 2022,284,4,252,2,0,26
NIX,January 2022,491,11,476,1,0,3
NIX,December 2021,784,8,740,0,0,36
NIX,November 2021,2,0,2,0,0,0
NIX,October 2021,1032,14,970,0,0,48
NIX,September 2021,525,8,500,0,0,17
NIX,August 2021,782,14,716,1,0,51
NIX,July 2021,89,4,85,0,0,0
MONTANABLACK88,September 2022,11754,5431,4495,16,14,1798
MONTANABLACK88,August 2022,15981,7665,6165,27,14,2110
MONTANABLACK88,July 2022,20602,9678,7922,35,20,2947
MONTANABLACK88,June 2022,21312,10964,7399,20,20,2909
MONTANABLACK88,May 2022,18712,8727,7441,25,20,2499
MONTANABLACK88,April 2022,20794,9678,8252,19,17,2828
MONTANABLACK88,March 2022,15357,7216,5691,22,15,2413
MONTANABLACK88,February 2022,13310,6180,5241,25,11,1853
MONTANABLACK88,January 2022,26116,12500,9643,47,22,3904
MONTANABLACK88,December 2021,20648,10043,7689,36,16,2864
MONTANABLACK88,November 2021,28100,13745,10484,36,25,3810
MONTANABLACK88,October 2021,36919,18299,14529,42,27,4022
MONTANABLACK88,September 2021,36475,16337,16845,47,24,3222
MONTANABLACK88,August 2021,21976,10295,9345,54,21,2261
MONTANABLACK88,July 2021,13100,6735,4950,32,22,1361
MONTANABLACK88,June 2021,11132,5908,4032,32,11,1149
MONTANABLACK88,May 2021,18106,10113,5739,41,23,2190
MONTANABLACK88,April 2021,19148,10178,6734,55,30,2151
MONTANABLACK88,March 2021,25080,13278,9000,73,29,2700
MONTANABLACK88,February 2021,38688,18323,14034,79,28,6224
MONTANABLACK88,January 2021,26869,14605,8790,67,30,3377
MONTANABLACK88,December 2020,16322,9218,5329,47,19,1709
MONTANABLACK88,November 2020,26662,14795,8779,64,19,3005
MONTANABLACK88,October 2020,8419,4371,3133,10,3,902
MONTANABLACK88,September 2020,17889,10185,5483,41,60,2120
MONTANABLACK88,August 2020,21079,11904,6738,61,23,2353
MONTANABLACK88,July 2020,20138,12152,5822,70,19,2075
MONTANABLACK88,June 2020,22232,13373,7779,70,43,967
MONTANABLACK88,May 2020,27005,16378,9320,59,19,1229
MONTANABLACK88,April 2020,23826,15663,6922,61,17,1163
MONTANABLACK88,March 2020,27607,18580,7544,60,25,1398
MONTANABLACK88,February 2020,19763,13549,5179,42,23,970
MONTANABLACK88,January 2020,21636,14449,5906,51,26,1204
MONTANABLACK88,December 2019,17570,11570,4964,39,20,977
MONTANABLACK88,November 2019,16062,10812,4326,42,19,863
MONTANABLACK88,October 2019,18980,13176,4714,46,34,1010
MONTANABLACK88,September 2019,38024,24992,11206,81,42,1703
MONTANABLACK88,August 2019,28208,21019,6238,69,37,845
MONTANABLACK88,July 2019,15504,11696,3268,40,27,473
MONTANABLACK88,June 2019,13919,10999,2432,36,22,430
MONTANABLACK88,May 2019,16625,12780,3253,47,29,516
MONTANABLACK88,April 2019,13136,10504,2124,24,19,465
MONTANABLACK88,March 2019,13556,10680,2377,33,28,438
MONTANABLACK88,February 2019,17871,13695,3517,60,13,586
MONTANABLACK88,January 2019,19352,12368,4229,57,19,2679
MONTANABLACK88,December 2018,18867,11904,4333,40,11,2579
MONTANABLACK88,November 2018,11698,8046,1924,18,5,1705
MONTANABLACK88,October 2018,19211,12790,3690,34,8,2689
MONTANABLACK88,September 2018,12961,8732,2363,29,9,1828
MONTANABLACK88,August 2018,12663,8670,2085,27,10,1871
MONTANABLACK88,July 2018,13740,9592,2025,30,11,2082
MONTANABLACK88,June 2018,8997,6303,1294,31,12,1357
MONTANABLACK88,May 2018,9915,6448,1926,29,11,1501
MONTANABLACK88,April 2018,8025,5294,1484,30,8,1209
MONTANABLACK88,March 2018,12953,9630,1320,33,10,1954
MONTANABLACK88,February 2018,3292,1911,866,19,9,487
MONTANABLACK88,January 2018,3913,2255,1049,26,6,577
MONTANABLACK88,December 2017,2670,1468,790,17,3,392
MONTANABLACK88,November 2017,3692,2129,991,18,6,548
MONTANABLACK88,October 2017,5016,2620,1614,24,6,752
MONTANABLACK88,September 2017,2900,1453,999,12,5,431
MONTANABLACK88,August 2017,3430,2056,838,22,2,512
MONTANABLACK88,July 2017,3648,2096,990,17,1,544
MONTANABLACK88,June 2017,1764,930,561,12,1,260
MONTANABLACK88,May 2017,1719,950,506,8,0,255
MONTANABLACK88,April 2017,1132,615,358,0,0,159
MONTANABLACK88,March 2017,2042,1133,611,0,0,298
MONTANABLACK88,February 2017,684,382,205,0,0,97
MONTANABLACK88,January 2017,1599,844,523,0,0,232
MONTANABLACK88,December 2016,1315,720,405,0,0,190
MONTANABLACK88,November 2016,1435,724,503,0,0,208
MONTANABLACK88,October 2016,1411,863,345,0,0,203
MONTANABLACK88,September 2016,307,22,242,0,0,43
NICKMERCS,September 2022,28708,6494,12162,182,84,9786
NICKMERCS,August 2022,56194,13527,21803,349,173,20342
NICKMERCS,July 2022,55555,12445,21993,351,167,20599
NICKMERCS,June 2022,56242,11098,19673,350,159,24962
NICKMERCS,May 2022,57033,13094,21935,356,179,21469
NICKMERCS,April 2022,59296,12386,22874,365,245,23426
NICKMERCS,March 2022,61355,13512,25286,528,194,21835
NICKMERCS,February 2022,52139,10342,18768,388,158,22483
NICKMERCS,January 2022,59822,12090,22711,484,190,24347
NICKMERCS,December 2021,70299,13732,27087,466,165,28849
NICKMERCS,November 2021,55499,12806,23648,503,181,18361
NICKMERCS,October 2021,58677,13356,26632,572,231,17886
NICKMERCS,September 2021,53269,7582,15154,329,229,29975
NICKMERCS,August 2021,71868,17460,33223,598,290,20297
NICKMERCS,July 2021,57732,12670,25436,588,313,18725
NICKMERCS,June 2021,76308,16216,37459,804,378,21451
NICKMERCS,May 2021,62413,12255,18471,420,235,31032
NICKMERCS,April 2021,81401,21874,37220,679,336,21292
NICKMERCS,March 2021,63183,18407,32201,666,447,11462
NICKMERCS,February 2021,52929,14886,24317,522,191,13013
NICKMERCS,January 2021,55961,16744,27055,499,190,11473
NICKMERCS,December 2020,67700,21479,34146,622,242,11211
NICKMERCS,November 2020,49292,16098,23263,487,157,9287
NICKMERCS,October 2020,50644,18315,22121,494,214,9500
NICKMERCS,September 2020,53535,18843,22396,496,212,11588
NICKMERCS,August 2020,61103,23600,27697,537,228,9041
NICKMERCS,July 2020,60359,22761,28779,579,264,7976
NICKMERCS,June 2020,51961,17489,27082,537,187,6666
NICKMERCS,May 2020,44951,15752,22616,434,214,5935
NICKMERCS,April 2020,46142,16823,24384,812,786,3337
NICKMERCS,March 2020,35439,14002,17150,784,810,2693
NICKMERCS,February 2020,27118,10057,13561,717,721,2062
NICKMERCS,January 2020,25619,9801,12491,643,677,2007
NICKMERCS,December 2019,25645,10852,11091,706,786,2210
NICKMERCS,November 2019,21296,9464,8634,612,725,1861
NICKMERCS,October 2019,30899,13981,13118,901,1058,1841
NICKMERCS,September 2019,20887,10108,8394,647,689,1049
NICKMERCS,August 2019,30365,14262,12208,875,924,2096
NICKMERCS,July 2019,30839,14831,12890,860,1345,913
NICKMERCS,June 2019,31597,16494,10075,848,1277,698
NICKMERCS,May 2019,35310,15783,11206,1005,1226,509
NICKMERCS,April 2019,20839,9615,6432,490,698,3604
NICKMERCS,March 2019,23248,10463,7062,650,1031,4042
NICKMERCS,February 2019,38286,13991,15202,922,1625,6546
NICKMERCS,January 2019,38921,17628,12623,901,2452,5317
NICKMERCS,December 2018,31798,15481,10002,845,1085,4385
NICKMERCS,November 2018,22087,10680,6861,634,873,3039
NICKMERCS,October 2018,30422,14743,8184,784,2524,4187
NICKMERCS,September 2018,36563,16271,11147,810,3351,4984
NICKMERCS,August 2018,29767,14980,8440,911,1316,4120
NICKMERCS,July 2018,26763,14533,6422,791,1269,3748
NICKMERCS,June 2018,21594,11536,5268,690,1085,3015
NICKMERCS,May 2018,22875,12698,5626,506,837,3208
NICKMERCS,April 2018,14514,7003,4563,422,534,1992
NICKMERCS,March 2018,16128,9020,3876,396,571,2265
NICKMERCS,February 2018,8682,3417,3499,260,348,1158
CASIMITO,September 2022,124674,79340,25056,7,5,20266
CASIMITO,August 2022,41618,26852,8025,6,7,6728
CASIMITO,July 2022,79215,47726,18491,11,6,12981
CASIMITO,June 2022,81173,47874,19741,14,13,13531
CASIMITO,May 2022,67976,40646,17297,9,9,10015
CASIMITO,April 2022,107924,67957,23668,18,15,16266
CASIMITO,March 2022,49056,33946,7101,16,18,7975
CASIMITO,February 2022,47428,31401,8079,22,14,7912
CASIMITO,January 2022,105768,69129,19376,26,25,17212
CASIMITO,December 2021,51913,33951,9840,17,12,8093
CASIMITO,November 2021,44999,27275,11542,15,9,6158
CASIMITO,October 2021,35585,24856,6126,19,10,4574
CASIMITO,September 2021,34167,23552,6636,18,3,3958
CASIMITO,August 2021,24907,17869,3832,15,1,3190
CASIMITO,July 2021,35333,26738,4724,15,4,3852
SHROUD,September 2022,2903,1331,1189,4,7,372
SHROUD,August 2022,6088,2906,2279,8,9,886
SHROUD,July 2022,5774,2959,1931,6,11,867
SHROUD,June 2022,5060,2467,1786,6,8,793
SHROUD,May 2022,4175,1708,1886,9,11,561
SHROUD,April 2022,5125,2152,2188,9,11,765
SHROUD,March 2022,3939,1639,1731,8,10,551
SHROUD,February 2022,4822,2037,2078,9,15,683
SHROUD,January 2022,6115,2822,2338,12,17,926
SHROUD,December 2021,7876,3817,2860,16,14,1169
SHROUD,November 2021,6325,3027,2384,10,18,886
SHROUD,October 2021,9964,5710,3066,15,15,1158
SHROUD,September 2021,13431,6876,4957,21,28,1549
SHROUD,August 2021,8931,4557,3196,12,22,1144
SHROUD,July 2021,9984,5059,3843,11,26,1045
SHROUD,June 2021,5526,2878,2052,16,12,568
SHROUD,May 2021,10484,5395,3939,23,18,1109
SHROUD,April 2021,9435,4582,3743,26,29,1055
SHROUD,March 2021,11727,5650,4748,31,37,1261
SHROUD,February 2021,9598,3822,4705,39,28,1004
SHROUD,January 2021,11941,5694,4954,29,25,1239
SHROUD,December 2020,17287,8349,6867,52,35,1984
SHROUD,November 2020,13233,6467,5113,33,73,1547
SHROUD,October 2020,15458,6671,6826,60,36,1865
SHROUD,September 2020,17086,8352,6720,43,46,1925
SHROUD,August 2020,50332,23231,15604,108,155,11234
SHROUD,December 2019,6,0,6,0,0,0
SHROUD,November 2019,233,81,91,2,1,58
SHROUD,October 2019,20595,9654,5276,81,45,5539
SHROUD,September 2019,30679,14435,8503,96,59,7586
SHROUD,August 2019,36093,19621,8928,126,90,7328
SHROUD,July 2019,41982,25667,8779,139,98,7299
SHROUD,June 2019,38396,24853,9671,145,98,3629
SHROUD,May 2019,38750,22018,12096,176,147,4313
SHROUD,April 2019,47586,31248,10172,179,97,5890
SHROUD,March 2019,85517,54061,21394,195,100,9767
SHROUD,February 2019,87154,57709,18554,323,180,10388
SHROUD,January 2019,31556,16425,8691,179,101,6160
SHROUD,December 2018,42440,21801,12450,225,110,7854
SHROUD,November 2018,35374,19456,8702,187,110,6919
SHROUD,October 2018,49673,29276,10105,225,127,9940
SHROUD,September 2018,48648,27575,11182,239,159,9493
SHROUD,August 2018,53453,27918,15385,330,194,9626
SHROUD,July 2018,49861,31905,6971,229,167,10589
SHROUD,June 2018,39814,23361,7546,255,198,8454
SHROUD,May 2018,48621,28148,9615,314,220,10324
SHROUD,April 2018,37972,21174,8615,154,112,7917
SHROUD,March 2018,41412,25694,6752,170,115,8676
SHROUD,February 2018,23629,12562,5914,124,108,4921
SHROUD,January 2018,31805,17859,7027,167,118,6634
SHROUD,December 2017,25890,13660,6602,132,119,5377
SHROUD,November 2017,26226,14066,6348,164,198,5450
SHROUD,October 2017,31544,17249,7244,170,184,6697
SHROUD,September 2017,35623,18558,9022,234,248,7561
SHROUD,August 2017,24013,14913,3881,69,60,5090
SHROUD,July 2017,2698,1199,910,11,16,562
SHROUD,June 2017,1098,502,362,5,4,225
SHROUD,May 2017,2029,1102,493,4,9,421
SHROUD,April 2017,1109,659,223,0,0,227
SHROUD,March 2017,1468,866,300,0,0,302
SHROUD,February 2017,1454,807,348,0,0,299
SHROUD,January 2017,2634,1506,579,0,0,549
SHROUD,December 2016,491,272,124,0,0,95
SHROUD,November 2016,876,523,174,0,0,179
SHROUD,October 2016,645,453,63,0,0,129
SHROUD,September 2016,64,6,46,0,0,12
MIZKIF,September 2022,9526,3189,3505,12,15,2805
MIZKIF,August 2022,24270,8049,8016,17,21,8167
MIZKIF,July 2022,16545,6265,6430,17,14,3819
MIZKIF,June 2022,17229,6807,6318,26,27,4051
MIZKIF,May 2022,17242,6531,6631,28,29,4023
MIZKIF,April 2022,23518,8625,9717,26,24,5126
MIZKIF,March 2022,21092,7826,7802,25,29,5410
MIZKIF,February 2022,23750,8258,9275,25,29,6163
MIZKIF,January 2022,27676,10111,11640,33,28,5864
MIZKIF,December 2021,29943,9870,13218,31,30,6794
MIZKIF,November 2021,27057,10083,11118,29,31,5796
MIZKIF,October 2021,23430,8415,12032,34,35,2914
MIZKIF,September 2021,12457,3417,4640,25,12,4363
MIZKIF,August 2021,23670,8727,9955,39,34,4915
MIZKIF,July 2021,23421,9170,9743,45,33,4430
MIZKIF,June 2021,20323,8546,7970,42,23,3742
MIZKIF,May 2021,19322,7380,7818,36,32,4056
MIZKIF,April 2021,16746,6130,8103,37,28,2448
MIZKIF,March 2021,31492,9026,19541,86,57,2782
MIZKIF,February 2021,20974,7571,10391,62,84,2866
MIZKIF,January 2021,22550,9290,9776,51,40,3393
MIZKIF,December 2020,22588,9755,9271,38,33,3491
MIZKIF,November 2020,21107,8047,9995,36,67,2962
MIZKIF,October 2020,15573,4590,8885,30,36,2032
MIZKIF,September 2020,12536,4349,6291,30,38,1828
MIZKIF,August 2020,14572,4526,8232,28,33,1753
MIZKIF,July 2020,16725,4254,11143,25,25,1279
MIZKIF,June 2020,13556,3461,8872,25,20,1178
MIZKIF,May 2020,14368,3597,9379,63,118,1211
MIZKIF,April 2020,10068,2946,5956,56,162,948
MIZKIF,March 2020,10324,3163,6558,38,283,282
MIZKIF,February 2020,8246,2588,5285,10,120,243
MIZKIF,January 2020,6617,2574,3719,14,78,232
MIZKIF,December 2019,8827,3086,5347,14,114,266
MIZKIF,November 2019,8731,2321,6027,20,156,207
MIZKIF,October 2019,9961,2624,6950,26,114,247
MIZKIF,September 2019,9627,2278,6920,24,156,249
MIZKIF,August 2019,8056,3035,4697,12,162,150
MIZKIF,July 2019,8023,2761,4964,10,155,133
MIZKIF,June 2019,13180,4775,7873,82,204,246
MIZKIF,May 2019,8297,3531,4432,18,144,172
MIZKIF,April 2019,4855,1938,2719,32,90,76
MIZKIF,March 2019,4269,1503,2667,16,42,41
DOMINGO,September 2022,6489,2745,2719,6,1,1018
DOMINGO,August 2022,5406,2118,2451,12,2,823
DOMINGO,July 2022,6257,2516,2820,9,3,909
DOMINGO,June 2022,7930,3274,3377,8,4,1267
DOMINGO,May 2022,5835,2291,2630,13,3,898
DOMINGO,April 2022,7937,3153,3531,18,6,1229
DOMINGO,March 2022,6521,2599,2854,11,3,1054
DOMINGO,February 2022,6897,2810,2956,13,4,1114
DOMINGO,January 2022,6695,2573,3063,16,6,1037
DOMINGO,December 2021,6779,2802,2904,9,7,1057
DOMINGO,November 2021,8439,3179,4108,13,5,1134
DOMINGO,October 2021,9086,3720,4379,16,10,961
DOMINGO,September 2021,8611,2986,4745,13,12,855
DOMINGO,August 2021,5007,1708,2687,20,11,581
DOMINGO,July 2021,2008,725,1042,10,6,225
DOMINGO,June 2021,6859,3104,2971,19,5,760
DOMINGO,May 2021,6335,2763,2847,15,10,700
DOMINGO,April 2021,6399,2872,2729,16,9,773
DOMINGO,March 2021,9869,4145,4562,24,11,1127
DOMINGO,February 2021,6330,2416,3190,18,13,693
DOMINGO,January 2021,7512,2883,3785,25,12,807
DOMINGO,December 2020,3934,1669,1833,13,5,414
BRUCEDROPEMOFF,September 2022,21439,5994,12289,13,5,3138
BRUCEDROPEMOFF,August 2022,32898,8663,20189,26,11,4009
BRUCEDROPEMOFF,July 2022,24533,6332,14511,19,14,3657
BRUCEDROPEMOFF,June 2022,14663,3998,8737,8,8,1912
BRUCEDROPEMOFF,May 2022,18268,5142,10717,14,10,2385
BRUCEDROPEMOFF,April 2022,20359,5360,12174,23,9,2793
BRUCEDROPEMOFF,March 2022,17208,4602,10162,23,11,2410
BRUCEDROPEMOFF,February 2022,15134,4063,8802,16,11,2242
BRUCEDROPEMOFF,January 2022,16822,3808,11098,17,9,1890
BRUCEDROPEMOFF,December 2021,16092,3593,10590,15,6,1888
BRUCEDROPEMOFF,November 2021,11316,3080,6730,15,3,1488
BRUCEDROPEMOFF,October 2021,13517,1795,6043,19,7,5653
BRUCEDROPEMOFF,September 2021,14453,0,14029,24,10,390
BRUCEDROPEMOFF,August 2021,12201,0,12054,37,10,100
BRUCEDROPEMOFF,July 2021,12141,0,12085,39,17,0
BRUCEDROPEMOFF,June 2021,10318,0,9817,35,13,453
BRUCEDROPEMOFF,May 2021,10883,0,10833,35,15,0
BRUCEDROPEMOFF,April 2021,9733,0,9066,24,17,626
BRUCEDROPEMOFF,March 2021,10299,0,10264,24,11,0
BRUCEDROPEMOFF,February 2021,8141,0,7545,35,12,549
BRUCEDROPEMOFF,January 2021,7272,0,7237,19,16,0
BRUCEDROPEMOFF,December 2020,11525,0,11493,17,15,0
BRUCEDROPEMOFF,November 2020,8201,0,8149,47,5,0
BRUCEDROPEMOFF,October 2020,2466,0,2452,11,3,0
ZERATOR,September 2022,16097,7294,6301,38,16,2448
ZERATOR,August 2022,16859,5231,9277,62,78,2211
ZERATOR,July 2022,14873,4917,7713,57,39,2147
ZERATOR,June 2022,18235,6623,8795,52,30,2735
ZERATOR,May 2022,20091,7060,10099,64,30,2838
ZERATOR,April 2022,28504,11394,12701,83,42,4284
ZERATOR,March 2022,9835,3334,4997,55,29,1420
ZERATOR,February 2022,13867,5995,5567,57,16,2232
ZERATOR,January 2022,14292,4607,7491,82,27,2085
ZERATOR,December 2021,9668,3205,4894,60,18,1491
ZERATOR,November 2021,10675,3594,5483,61,26,1511
ZERATOR,October 2021,16764,6950,7896,74,29,1815
ZERATOR,September 2021,16402,4720,10216,103,37,1326
ZERATOR,August 2021,12409,3985,7094,89,26,1215
ZERATOR,July 2021,13799,5546,6674,55,24,1500
ZERATOR,June 2021,21344,9261,9534,73,28,2448
ZERATOR,May 2021,10397,3714,5487,58,21,1117
ZERATOR,April 2021,12409,4646,6340,59,37,1327
ZERATOR,March 2021,11979,4259,6254,73,32,1361
ZERATOR,February 2021,11029,3645,6169,52,26,1137
ZERATOR,January 2021,6901,2242,3835,45,13,766
ZERATOR,December 2020,9451,3220,5158,45,20,1008
ZERATOR,November 2020,10767,3965,5506,52,24,1220
ZERATOR,October 2020,18537,7682,8621,67,25,2142
ZERATOR,September 2020,11173,4330,5596,62,21,1164
ZERATOR,August 2020,14959,6435,6715,51,21,1737
ZERATOR,July 2020,16112,6703,7675,67,32,1635
ZERATOR,June 2020,14432,6113,7532,79,36,672
ZERATOR,May 2020,10675,4595,5427,95,69,489
ZERATOR,April 2020,11992,5175,5903,150,198,566
ZERATOR,March 2020,13683,5408,7281,152,186,656
ZERATOR,February 2020,10206,4290,5231,116,120,449
ZERATOR,January 2020,14051,5932,7195,166,144,614
ZERATOR,December 2019,9780,4821,4254,112,90,503
ZERATOR,November 2019,12195,5520,5826,150,132,567
ZERATOR,October 2019,11195,5032,5441,126,108,488
ZERATOR,September 2019,13865,6473,6413,144,126,709
ZERATOR,August 2019,10694,4774,5372,116,138,294
ZERATOR,July 2019,11528,5027,5984,142,102,273
ZERATOR,June 2019,15722,8466,6519,138,120,479
ZERATOR,May 2019,20460,10760,8667,252,204,577
ZERATOR,April 2019,9315,4984,3844,122,72,293
SODAPOPPIN,September 2022,5603,2517,2146,105,19,816
SODAPOPPIN,August 2022,8837,4378,3050,10,25,1374
SODAPOPPIN,July 2022,7278,3043,3099,15,28,1093
SODAPOPPIN,June 2022,6058,2370,2699,18,19,952
SODAPOPPIN,May 2022,4329,1681,1891,15,26,716
SODAPOPPIN,April 2022,7056,2856,2889,19,18,1274
SODAPOPPIN,March 2022,8260,3498,3373,25,68,1296
SODAPOPPIN,February 2022,8234,3528,3305,23,21,1357
SODAPOPPIN,January 2022,9640,4189,3959,23,25,1444
SODAPOPPIN,December 2021,11633,5085,4661,28,22,1837
SODAPOPPIN,November 2021,10377,4441,4276,29,25,1606
SODAPOPPIN,October 2021,9596,4279,4231,28,21,1037
SODAPOPPIN,September 2021,10431,4444,4798,30,32,1127
SODAPOPPIN,August 2021,10497,4952,4251,36,35,1223
SODAPOPPIN,July 2021,10528,4727,4526,43,42,1190
SODAPOPPIN,June 2021,9587,4171,4278,37,48,1053
SODAPOPPIN,May 2021,9132,3941,4086,36,86,983
SODAPOPPIN,April 2021,12676,4205,7387,37,40,1007
SODAPOPPIN,March 2021,11161,3950,5998,39,44,1130
SODAPOPPIN,February 2021,10079,4628,4161,62,48,1180
SODAPOPPIN,January 2021,10986,5214,4479,23,37,1233
SODAPOPPIN,December 2020,10821,5236,4252,16,42,1275
SODAPOPPIN,November 2020,10955,5462,4199,41,23,1230
SODAPOPPIN,October 2020,14032,6434,6053,21,29,1495
SODAPOPPIN,September 2020,9602,4576,3934,17,28,1047
SODAPOPPIN,August 2020,10985,5213,4541,23,27,1181
SODAPOPPIN,July 2020,7622,3562,3221,15,27,797
SODAPOPPIN,June 2020,8225,3994,3827,17,10,377
SODAPOPPIN,May 2020,8500,4346,3711,13,16,414
SODAPOPPIN,April 2020,6932,3762,2813,8,12,337
